text,category
I want help to check purchase {{Order Number}} status,General
showing me purchase {{Order Number}} current status,General
I try to track purchase {{Order Number}},General
chek order {{Order Number}} status,General
I am trying to see order {{Order Number}} status,General
can you help me see the ETA of the order {{Order Number}}?,General
i cant see the ETA of the order {{Order Number}},General
I can't locate order {{Order Number}},General
assistance to see purchase {{Order Number}} status,General
wanna see order {{Order Number}} damn current status help me,General
I have to check the ETA of the purchase {{Order Number}},General
need help to check the eta  of purchase {{Order Number}},General
can you help me seeing the ETA of the order {{Order Number}}?,General
status of order,General
i cannot see the eta of order {{Order Number}},General
could uhelp me see the eta of purchase {{Order Number}},General
i have to see the goddamn ETA of purchase {{Order Number}},General
how to check purchase {{Order Number}} status?,General
i try to check the status of order {{Order Number}},General
where is order {{Order Number}}?,General
check order {{Order Number}} current status,General
where to check the eta  of the order {{Order Number}},General
is it possible to see thew ETA of the purchase {{Order Number}}?,General
help checking the ETA o the purchase {{Order Number}},General
how do I check the current status of order {{Order Number}}?,General
what is order {{Order Number}} current status,General
i have to check the status of order {{Order Number}},General
checking ETA of order {{Order Number}},General
I need help checking the ETA of order {{Order Number}},General
status of order {{Order Number}},General
see order {{Order Number}} fucking current status,General
need assistance to see the ETA of the purchase {{Order Number}},General
I do not know how to see the status of purchase {{Order Number}},General
see status of purchase {{Order Number}},General
how do i check the eta of purchase {{Order Number}},General
want assistance locating purchase {{Order Number}},General
wanna see the statusof order {{Order Number}} i need help,General
see order {{Order Number}} current status,General
i need assistance checking the ETA of the purchase {{Order Number}},General
assiustance tracking purchase {{Order Number}},General
order 113542617735902current status,General
assistance to see the ETA of order {{Order Number}},General
check purcase {{Order Number}} current status,General
I want help checking purchase {{Order Number}} current status,General
how to see order {{Order Number}} status?,General
"I want to see order {{Order Number}} status, how do I do it ?",General
where do i see the eta of the order {{Order Number}},General
where could i check order {{Order Number}} fucking curent status,General
where can i see the ETA of the order {{Order Number}},General
how to check the eta of order {{Order Number}},General
wanna check the status of order {{Order Number}} could uelp me,General
show me order {{Order Number}} status,General
help me tracking order {{Order Number}},General
how do I see order {{Order Number}} current status?,General
trackorder {{Order Number}},General
I want to see order {{Order Number}} bloody current status,General
tracking order {{Order Number}},General
how can I check the ETA of the purchase {{Order Number}}?,General
